Nº  da AF,Tipo,Nome do Fornecedor,Filial,A.F. Principal,"Tem
Filha",Fornecedor,Nome da Filial,Comprador,Nome do Comprador,Un. Compr.,"Dados
Repres.","Data da
AF","Dt. Últ.
Receb.","Cond.
Pag.",Unidade,"Desconto
 (R$/%)","Outras
Despesas","Valor Total
Pedido (R$)",ST,Autoriz,Origem,Origem,Dev,"Impressa/
Enviada",Transp. 1,Cond. Pag T1,Frete T1,Transp 2,Cond. Pag. T2,Frete T2,"Fnt.
Recurso","Tipo Frete
Interno","Guia
Importação","Núm.
Contrato","Núm.
Licitação",Multa Atraso,Qtd dias,Ind. Data Base,Autorizador,Moeda,"Data de
Validade","Código
Referência",Val. Tot. Financeiro,Valor Total Integral,"Recebto
Confirmado",Modalidade,Modalidade,XML Gerado,Aceita,Data Aceite,Total Valor Pendente,Total Qtde. Pendente
00003430,N,AMAZON.COM,016,00003430,N,6741,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/27/2022,1/20/2022,00,001,0,0,"16.913,44",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"16.913,44","16.913,44",Não,00000001,Padrão,,S,1/27/2022,0,0
00003431,N,AMAZON.COM,016,00003431,N,6741,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/27/2022,1/20/2022,00,001,0,0,"1.797,55",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.797,55","1.797,55",Não,00000001,Padrão,,S,1/27/2022,0,0
00003432,N,AMAZON.COM,016,00003432,N,6741,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/27/2022,1/20/2022,00,001,0,0,"7.662,66",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"7.662,66","7.662,66",Não,00000001,Padrão,,S,1/27/2022,0,0
00003433,N,AUTOMOX INC. ,016,00003433,N,11008,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/27/2022,1/20/2022,00,001,0,0,"1.617,92",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.617,92","1.617,92",Não,00000001,Padrão,,S,1/27/2022,0,0
00003434,N,AUTOMOX INC. ,016,00003434,N,11008,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/27/2022,1/20/2022,00,001,0,0,"150,5",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"150,5","150,5",Não,00000001,Padrão,,S,1/27/2022,0,0
00003435,N,WEE TRAVEL VIAGENS E TECNOLOGIA LTDA,016,00003435,N,11129,C.E.S.A.R - NORTE,32,DAYSE MARIA DE LIMA LAMARTINE,,Não,1/28/2022,1/31/2022,08,001,0,0,"1.892,85",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.892,85","1.892,85",Não,00000001,Padrão,,S,1/30/2022,0,0
00003436,N,PATRIMONIAL PARTICIPAÇÕES E EMPREENDIMENTOS LTDA,016,00003436,N,8283,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"15.438,11",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"15.438,11","15.438,11",Não,00000001,Padrão,,S,1/31/2022,0,0
00003437,N,WALESWSKA TELLES DE SOUZA PINHEIRO,016,00003437,N,10710,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"21.930,08",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"21.930,08","21.930,08",Não,00000001,Padrão,,S,1/31/2022,0,0
00003438,N,W OLIVEIRA DE SOUZA ME,016,00003438,N,9643,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/31/2022,1/31/2022,20,001,0,0,"1.250,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.250,00","1.250,00",Não,00000001,Padrão,,S,1/31/2022,0,0
00003439,N,W OLIVEIRA DE SOUZA ME,016,00003439,N,9643,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,08,001,0,0,"4.492,44",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"4.492,44","4.492,44",Não,00000001,Padrão,,S,1/31/2022,0,0
00003440,N,TELEFONICA BRASIL S.A,016,00003440,N,11212,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,140,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,140,140,Não,00000001,Padrão,,S,1/31/2022,0,0
00003441,N,TELEFONICA BRASIL S.A,016,00003441,N,11212,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"51,03",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"51,03","51,03",Não,00000001,Padrão,,S,1/31/2022,0,0
00003442,N,TELEFONICA BRASIL S.A,016,00003442,N,11212,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"825,71",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"825,71","825,71",Não,00000001,Padrão,,S,1/31/2022,0,0
00003443,N,UDACITY INC.,016,00003443,N,8709,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/31/2022,1/20/2022,00,001,0,0,"8.740,81",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"8.740,81","8.740,81",Não,00000001,Padrão,,S,1/31/2022,0,0
00003444,N,UDACITY INC.,016,00003444,N,8709,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/31/2022,1/20/2022,00,001,0,0,"640,99",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"640,99","640,99",Não,00000001,Padrão,,S,1/31/2022,0,0
00003445,N,UDACITY INC.,016,00003445,N,8709,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/31/2022,1/20/2022,00,001,0,0,"8.713,61",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"8.713,61","8.713,61",Não,00000001,Padrão,,S,1/31/2022,0,0
00003446,N,AMAZONAS ENERGIA S.A,016,00003446,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"63,04",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"63,04","63,04",Não,00000001,Padrão,,S,1/31/2022,0,0
00003447,N,AMAZONAS ENERGIA S.A,016,00003447,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,87,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,87,87,Não,00000001,Padrão,,S,1/31/2022,0,0
00003448,N,AMAZONAS ENERGIA S.A,016,00003448,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"457,82",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"457,82","457,82",Não,00000001,Padrão,,S,1/31/2022,0,0
00003449,N,AMAZONAS ENERGIA S.A,016,00003449,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"484,31",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"484,31","484,31",Não,00000001,Padrão,,S,1/31/2022,0,0
00003450,N,AMAZONAS ENERGIA S.A,016,00003450,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"2.512,60",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"2.512,60","2.512,60",Não,00000001,Padrão,,S,1/31/2022,0,0
00003451,N,AMAZONAS ENERGIA S.A,016,00003451,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"78,17",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"78,17","78,17",Não,00000001,Padrão,,S,1/31/2022,0,0
00003452,N,AMAZONAS ENERGIA S.A,016,00003452,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,00,001,0,0,"158,88",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"158,88","158,88",Não,00000001,Padrão,,S,1/31/2022,0,0
00003453,N,UBER DO BRASIL TECNOLOGIA LTDA.,016,00003453,N,10038,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,1/31/2022,1/31/2022,08,001,0,0,"3.123,89",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"3.123,89","3.123,89",Não,00000001,Padrão,,S,1/31/2022,0,0
00003454,N,DIGI-KEY CORPORATION,016,00003454,N,6749,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,1/31/2022,1/20/2022,00,001,0,0,"473,55",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"473,55","473,55",Não,00000001,Padrão,,S,1/31/2022,0,0
00003456,N,CENTRO DE EST. E SIST. AVANC. RECIFE,016,00003456,N,2006,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/1/2022,1/31/2022,15,001,0,0,"1.220,66",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.220,66","1.220,66",Não,00000001,Padrão,,S,2/1/2022,0,0
00003457,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003457,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"509,41",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"509,41","509,41",Não,00000001,Padrão,,S,2/2/2022,0,0
00003458,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003458,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"499,92",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"499,92","499,92",Não,00000001,Padrão,,S,2/2/2022,0,0
00003459,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003459,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"499,92",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"499,92","499,92",Não,00000001,Padrão,,S,2/2/2022,0,0
00003460,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003460,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"499,92",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"499,92","499,92",Não,00000001,Padrão,,S,2/2/2022,0,0
00003461,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003461,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"499,92",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"499,92","499,92",Não,00000001,Padrão,,S,2/2/2022,0,0
00003462,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003462,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"580,42",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"580,42","580,42",Não,00000001,Padrão,,S,2/2/2022,0,0
00003463,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003463,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"502,89",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"502,89","502,89",Não,00000001,Padrão,,S,2/2/2022,0,0
00003464,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003464,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"502,89",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"502,89","502,89",Não,00000001,Padrão,,S,2/2/2022,0,0
00003465,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003465,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"390,86",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"390,86","390,86",Não,00000001,Padrão,,S,2/2/2022,0,0
00003466,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003466,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"509,41",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"509,41","509,41",Não,00000001,Padrão,,S,2/2/2022,0,0
00003467,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003467,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"497,8",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"497,8","497,8",Não,00000001,Padrão,,S,2/2/2022,0,0
00003468,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003468,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"497,8",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"497,8","497,8",Não,00000001,Padrão,,S,2/2/2022,0,0
00003469,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003469,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"497,8",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"497,8","497,8",Não,00000001,Padrão,,S,2/2/2022,0,0
00003470,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003470,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,609,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,609,609,Não,00000001,Padrão,,S,2/2/2022,0,0
00003471,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003471,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"502,89",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"502,89","502,89",Não,00000001,Padrão,,S,2/2/2022,0,0
00003472,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003472,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"502,89",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"502,89","502,89",Não,00000001,Padrão,,S,2/2/2022,0,0
00003473,N,CONDOMINIO THE PLACE BUSINESS CENTER,016,00003473,N,8268,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/2/2022,2/2/2022,00,001,0,0,"603,75",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"603,75","603,75",Não,00000001,Padrão,,S,2/2/2022,0,0
00003474,N,AOVS SISTEMAS DE INFORMATICA LTDA,016,00003474,N,4520,C.E.S.A.R - NORTE,34,ALINE DAVINO DA SILVA ,,Não,2/2/2022,2/4/2022,15,001,0,0,"1.800,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.800,00","1.800,00",Não,00000001,Padrão,,S,2/2/2022,0,0
00003475,N,INFO STORE COMPUTADORES DA AMAZONIA LTDA,016,00003475,N,8959,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,2/3/2022,2/28/2022,3/6,016,"37,79",0,"502,11",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"502,11","502,11",Não,00000001,Padrão,,S,2/3/2022,0,0
00003476,N,ARMASETO COMERCIO E SERVIÇOS LTDA,016,00003476,N,7256,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,2/4/2022,2/14/2022,20,001,0,0,950,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,950,950,Não,00000001,Padrão,,S,2/4/2022,0,0
00003477,N,AMAZONAS ENERGIA S.A,016,00003477,N,6899,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/7/2022,2/7/2022,00,001,0,0,"55,28",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"55,28","55,28",Não,00000001,Padrão,,S,2/7/2022,0,0
00003478,N,WEE TRAVEL VIAGENS E TECNOLOGIA LTDA,016,00003478,N,11129,C.E.S.A.R - NORTE,32,DAYSE MARIA DE LIMA LAMARTINE,,Não,2/8/2022,2/14/2022,08,001,0,0,"1.945,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.945,00","1.945,00",Não,00000001,Padrão,,S,2/8/2022,0,0
00003479,N,RUFINO COMERCIO DE ALIMENTOS LTDA.,016,00003479,N,8776,C.E.S.A.R - NORTE,38,CAMILLA M ARRUDA DA P DE MOURA,001,Não,2/10/2022,2/18/2022,00,001,0,0,"657,46",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"657,46","657,46",Não,00000001,Padrão,,S,2/10/2022,0,0
00003480,N,INFOSTORE COMPUTADORES DA AMAZÕNIA LTDA ,016,00003480,N,10530,C.E.S.A.R - NORTE,38,CAMILLA M ARRUDA DA P DE MOURA,001,Não,2/10/2022,2/14/2022,00,001,"52,3",0,"1.163,35",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.163,35","1.163,35",Não,00000001,Padrão,,S,2/10/2022,0,0
00003481,N,LOCALIZA RENT A CAR S/A,016,00003481,N,10695,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,2/12/2022,2/17/2022,20,001,0,0,"497,37",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"497,37","497,37",Não,00000001,Padrão,,S,2/12/2022,0,0
00003482,N,LOCALIZA RENT A CAR S/A,016,00003482,N,10695,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,2/12/2022,2/17/2022,20,001,0,0,"248,37",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"248,37","248,37",Não,00000001,Padrão,,S,2/12/2022,0,0
00003483,N,AMAZON.COM,016,00003483,N,6741,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,001,Não,2/12/2022,,00,001,0,0,"11.284,86",A,S,31,AF,N,Não,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"11.284,86","11.284,86",Não,00000001,Padrão,,S,2/12/2022,"11.284,86",1
00003484,N,FIT IN COMPANY TREINAMENTOS ESPORTIVOS - EIRELI - ME,016,00003484,N,8043,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/14/2022,2/14/2022,00,001,0,0,"1.786,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.786,00","1.786,00",Não,00000001,Padrão,,S,2/14/2022,0,0
00003485,N,CLARO S.A,016,00003485,N,10792,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/14/2022,2/14/2022,00,001,0,0,"174,98",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"174,98","174,98",Não,00000001,Padrão,,S,2/14/2022,0,0
00003486,N,TELEFONICA BRASIL S.A,016,00003486,N,11212,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/14/2022,2/14/2022,00,001,0,0,"1.831,14",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.831,14","1.831,14",Não,00000001,Padrão,,S,2/14/2022,0,0
00003487,N,OI S.A. - EM RECUPERACAO JUDICIAL,016,00003487,N,10990,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/14/2022,2/14/2022,00,001,0,0,"3.803,26",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"3.803,26","3.803,26",Não,00000001,Padrão,,S,2/14/2022,0,0
00003489,N,CENTRO DE EST. E SIST. AVANC. RECIFE,016,00003489,N,2006,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/15/2022,2/1/2022,15,001,0,0,"6.191,13",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"6.191,13","6.191,13",Não,00000001,Padrão,,S,2/15/2022,0,0
00003490,N,ASSOCIACAO POLO DIGITAL DE MANAUS,016,00003490,N,10445,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/15/2022,2/15/2022,00,001,0,0,"2.000,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"2.000,00","2.000,00",Não,00000001,Padrão,,S,2/15/2022,0,0
00003491,N,CENTRO DE INTEGRACAO EMPRESA ESCOLA CIEE,016,00003491,N,10256,C.E.S.A.R - NORTE,25,VICTOR SOUZA,,Não,2/17/2022,2/17/2022,00,001,0,0,980,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,980,980,Não,00000001,Padrão,,S,2/17/2022,0,0
00003492,N,VM PROJETOS E CONSULTORIA EM ENGENHARIA LTDA,016,00003492,N,10464,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,001,Não,2/17/2022,2/21/2022,08,001,0,0,"2.200,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"2.200,00","2.200,00",Não,00000001,Padrão,,S,2/17/2022,0,0
00003494,N,ISABELLE CAROLINE DOS SANTOS NUNES SILVA 44445927880,016,00003494,N,11485,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,001,Não,2/17/2022,3/16/2022,00,001,0,0,558,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,558,558,Não,00000001,Padrão,,S,2/17/2022,0,0
00003508,N,SAINT-GOBAIN DISTRIBUICAO BRASIL LT,016,00003508,N,11484,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,001,Não,2/18/2022,3/16/2022,00,001,0,0,"4.246,54",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"4.246,54","4.246,54",Não,00000001,Padrão,,S,2/18/2022,0,0
00003510,N,"FBX ARQUITETURA, CONSTRUÇÕES E CONSULTORIA EIRELI - ME",016,00003510,N,11353,C.E.S.A.R - NORTE,33,JAINA DA SILVA RODRIGUES,,Não,2/18/2022,2/21/2022,15,001,0,0,"21.206,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"21.206,00","21.206,00",Não,00000001,Padrão,,S,2/18/2022,0,0
00003511,N,CARLOS ROBERTO DOS SANTOS 22932177877,016,00003511,N,11496,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/21/2022,3/1/2022,00,001,0,0,"1.603,78",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.603,78","1.603,78",Não,00000001,Padrão,,S,2/21/2022,0,0
00003514,N,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,016,00003514,N,10645,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/21/2022,2/18/2022,00,001,0,0,10,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,10,10,Não,00000001,Padrão,,S,2/21/2022,0,0
00003515,N,KABUM COMERCIO ELETRÔNICO S.A,016,00003515,N,7417,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/21/2022,2/21/2022,00,001,0,0,"1.417,68",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"1.417,68","1.417,68",Não,00000001,Padrão,,S,2/21/2022,0,0
00003516,N,KABUM COMERCIO ELETRÔNICO S.A,016,00003516,N,7417,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/21/2022,2/21/2022,00,001,0,0,"542,42",R,S,31,AF,N,Não,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"542,42","542,42",Não,00000001,Padrão,,S,2/21/2022,0,0
00003517,N,KABUM COMERCIO ELETRÔNICO S.A,016,00003517,N,7417,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,2/21/2022,00,001,0,0,"547,74",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"547,74","547,74",Não,00000001,Padrão,,S,2/22/2022,0,0
00003518,N,MEAC COMERCIO DE INFORMATICA LTDA,016,00003518,N,11515,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,2/21/2022,00,001,0,0,655,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,655,655,Não,00000001,Padrão,,S,2/22/2022,0,0
00003519,N,ALFANIT COMERCIO DE PRODUTOS ELETRICOS E ELETRONICOS LTDA,016,00003519,N,11516,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,3/1/2022,00,001,0,0,"115,98",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"115,98","115,98",Não,00000001,Padrão,,S,2/22/2022,0,0
00003520,N,AUDITONIO MONTEIRO DA SILVA - SERVICOS,016,00003520,N,11514,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,2/18/2022,00,001,0,0,380,R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,380,380,Não,00000001,Padrão,,S,2/22/2022,0,0
00003521,N,NOVA INCAMPA COMERCIO DE EQUIPAMENTOS DE INFORMATICA E TELEFONIA EIRELI,016,00003521,N,11513,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,2/21/2022,00,001,0,0,"999,98",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"999,98","999,98",Não,00000001,Padrão,,S,2/22/2022,0,0
00003522,N,MEAC COMERCIO DE INFORMATICA LTDA,016,00003522,N,11515,C.E.S.A.R - NORTE,73,RENATA MOREIRA MENDONÇA,,Não,2/22/2022,2/21/2022,00,001,0,0,"2.975,00",R,S,31,AF,N,Sim,,,0,,,0,00,,,,,0,0,DMNF,,R$,,,"2.975,00","2.975,00",Não,00000001,Padrão,,S,2/22/2022,0,0
